,question,answer,context,answer_start,title
736,chỉ tiêu trong năm 2021 không đạt bao nhiêu lần,5 lần,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",162,viewStat
737,KPI tháng 1 2021 đạt bao nhiều %,90.5%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",222,viewStat
738,KPI tháng 2 2021 đạt bao nhiều %,85.1%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",280,viewStat
739,KPI tháng 3 2021 đạt bao nhiều %,96.2%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",338,viewStat
740,KPI tháng 4 2021 đạt bao nhiều %,83.1%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",390,viewStat
741,KPI tháng 5 2021 đạt bao nhiều %,84.5%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",448,viewStat
742,KPI tháng 6 2021 đạt bao nhiều %,85.5%,"hiện tại tình hình của chỉ tiêu Mức độ hài lòng dịch vụ Kênh truyền (CSAT) của tổng công ty VTS trong 2021 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 90.5% được đánh giá là Không đạt
T2/2021 đạt được KPI là: 85.1% được đánh giá là Không đạt
T3/2021 đạt được KPI là: 96.2% được đánh giá là Đạt
T4/2021 đạt được KPI là: 83.1% được đánh giá là Không đạt
T5/2021 đạt được KPI là: 84.5% được đánh giá là Không đạt
T6/2021 đạt được KPI là: 85.5% được đánh giá là Không đạt",506,viewStat
743,chỉ tiêu 2022 đạt bao nhiêu lần,1 lần,hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong năm 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. ,119,viewStat
744,chỉ tiêu 2022 không đạt bao nhiêu lần,5 lần,hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong năm 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. ,141,viewStat
745,18009000 là của ai,tổng công ty VDS,hiện tại tình hình của chỉ tiêu Tổng đài 18009000 của tổng công ty VDS trong năm 2022 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 5 lần. ,54,viewStat
746,chỉ tiêu trong tháng 1 2 năm vừa qua đạt bao nhiều lần,0 lần,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",161,viewStat
747,chỉ tiêu trong tháng 1 2 năm vừa qua không đạt bao nhiều lần,2 lần,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",174,viewStat
748,KPI tháng 1 2021 là bao nhiêu giờ,23.8 giờ,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",244,viewStat
749,KPI tháng 1 2020 là bao nhiêu giờ,25.9 giờ,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",305,viewStat
750,KPI tháng 1 2021 đạt ko,Không đạt,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",270,viewStat
751,KPI tháng 1 2020 đạt ko,Không đạt,"Vào thời điểm hiện tại, chỉ số Thời gian trung bình xử lý sự cố dịch vụ kênh truyền của tổng công ty VTS trong tháng 1 của 2 năm gần nhất đã được đánh giá và có 0 lần đạt và 2 lần không đạt. Cụ thể ta có thể nhìn thấy:
T1/2021 đạt được KPI là: 23.8 giờ được đánh giá là Không đạt
T1/2020 đạt được KPI là: 25.9 giờ được đánh giá là Không đạt",331,viewStat
752,chỉ tiêu đạt bao nhiêu lần,1 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong 2020 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 2 lần. ,156,viewStat
753,chỉ tiêu không đạt bao nhiêu lần,2 lần,hiện tại tình hình của chỉ tiêu Tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính của tổng công ty VTPOST trong 2020 đạt được đánh giá là đạt bao gồm 1 lần và không đạt là 2 lần. ,178,viewStat
754,chỉ tiêu trong năm 2022 đạt bao nhiêu lần,0 lần,hiện tại tình hình của chỉ tiêu Lỗi SME - Hóa đơn điện tử của tổng công ty VTT trong năm 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. ,127,viewStat
755,chỉ tiêu trong năm 2022 không đạt bao nhiêu lần,1 lần,hiện tại tình hình của chỉ tiêu Lỗi SME - Hóa đơn điện tử của tổng công ty VTT trong năm 2022 đạt được đánh giá là đạt bao gồm 0 lần và không đạt là 1 lần. ,149,viewStat
756,chỉ tiêu đạt bao nhiêu lần,3 lần,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",132,viewStat
757,chỉ tiêu không đạt bao nhiêu lần,87.2%,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",192,viewStat
758,KPI tháng 1 2023 đạt bao nhiều %,88.4%,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",250,viewStat
759,KPI tháng 2 2023 đạt bao nhiều %,86.9%,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",302,viewStat
760,KPI tháng 3 2023 đạt bao nhiều %,95.6%,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",360,viewStat
761,KPI tháng 4 2023 đạt bao nhiều %,81.9%,"hiện tại tình hình của chỉ tiêu KHCN Cố định của tổng công ty VTT trong 2023 đạt được đánh giá là đạt bao gồm 2 lần và không đạt là 3 lần. Cụ thể ta có thể nhìn thấy:
T1/2023 đạt được KPI là: 87.2% được đánh giá là Không đạt
T2/2023 đạt được KPI là: 88.4% được đánh giá là Đạt
T3/2023 đạt được KPI là: 86.9% được đánh giá là Không đạt
T4/2023 đạt được KPI là: 95.6% được đánh giá là Đạt
T5/2023 đạt được KPI là: 81.9% được đánh giá là Không đạt",412,viewStat
